trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4458,False,"{'a': 0.001, 'e': 0.011585511154194242}",20,10,17.42939788346015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4459,False,"{'a': 0.001, 'e': 0.011573931433865184}",30,11,29.646682318712216,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4460,False,"{'a': 0.001, 'e': 0.011562363287468536}",20,0,26.955307396994524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4461,False,"{'a': 0.001, 'e': 0.011550806703436129}",25,16,10.18638425403476,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
4462,False,"{'a': 0.001, 'e': 0.011539261670211397}",25,17,13.731949995474984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4463,False,"{'a': 0.001, 'e': 0.011527728176249287}",20,9,19.208787688948522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4464,False,"{'a': 0.001, 'e': 0.011516206210016314}",30,18,20.63109060817478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4465,False,"{'a': 0.001, 'e': 0.011504695759990522}",20,16,8.24644575691781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4466,False,"{'a': 0.001, 'e': 0.011493196814661438}",20,8,21.449187109831698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4467,False,"{'a': 0.001, 'e': 0.011481709362530125}",20,12,16.788257646459098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4468,False,"{'a': 0.001, 'e': 0.011470233392109144}",25,18,12.466189241749898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4469,False,"{'a': 0.001, 'e': 0.011458768891922499}",25,3,36.62267439146058,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4470,False,"{'a': 0.001, 'e': 0.01144731585050571}",20,0,32.07032089405707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4471,False,"{'a': 0.001, 'e': 0.011435874256405718}",20,2,36.799492968722035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4472,False,"{'a': 0.001, 'e': 0.011424444098180933}",25,15,18.24200551563703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4473,False,"{'a': 0.001, 'e': 0.011413025364401209}",20,9,21.44124056173433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4474,False,"{'a': 0.001, 'e': 0.011401618043647792}",25,13,23.57260117610888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4475,False,"{'a': 0.001, 'e': 0.011390222124513367}",20,9,15.861697588430733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4476,False,"{'a': 0.001, 'e': 0.011378837595602027}",20,12,14.29405168793267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4477,False,"{'a': 0.001, 'e': 0.01136746444552922}",20,3,23.29718284472981,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4478,False,"{'a': 0.001, 'e': 0.011356102662921816}",20,11,18.52737057295983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4479,False,"{'a': 0.001, 'e': 0.011344752236418012}",20,11,14.534932644506505,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
4480,False,"{'a': 0.001, 'e': 0.011333413154667387}",25,20,11.526339524279832,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4481,False,"{'a': 0.001, 'e': 0.011322085406330874}",30,17,25.967005675681598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4482,False,"{'a': 0.001, 'e': 0.0113107689800807}",25,0,37.71224524061162,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4483,False,"{'a': 0.001, 'e': 0.011299463864600458}",25,17,15.176832692438833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4484,False,"{'a': 0.001, 'e': 0.011288170048585013}",20,12,13.268119517947445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4485,False,"{'a': 0.001, 'e': 0.011276887520740558}",25,8,28.118030989911926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4486,False,"{'a': 0.001, 'e': 0.011265616269784572}",25,11,23.492978226557334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4487,False,"{'a': 0.001, 'e': 0.011254356284445785}",20,16,8.938347200586342,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4488,False,"{'a': 0.001, 'e': 0.011243107553464221}",20,4,28.081899686537984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4489,False,"{'a': 0.001, 'e': 0.011231870065591157}",25,14,22.053272075037178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4490,False,"{'a': 0.001, 'e': 0.011220643809589084}",35,13,43.96752179045296,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4491,False,"{'a': 0.001, 'e': 0.011209428774231766}",25,3,27.77342000824026,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
4492,False,"{'a': 0.001, 'e': 0.011198224948304147}",30,21,15.419627097157273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4493,False,"{'a': 0.001, 'e': 0.011187032320602409}",20,9,18.528662394957937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4494,False,"{'a': 0.001, 'e': 0.011175850879933932}",20,14,11.332406810932742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4495,False,"{'a': 0.001, 'e': 0.011164680615117259}",20,16,6.347331335435155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4496,False,"{'a': 0.001, 'e': 0.011153521514982131}",25,9,21.866090542499457,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
4497,False,"{'a': 0.001, 'e': 0.011142373568369456}",30,15,28.295441689661445,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4498,False,"{'a': 0.001, 'e': 0.01113123676413127}",25,15,13.049475338662397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4499,False,"{'a': 0.001, 'e': 0.011120111091130784}",25,17,14.726481828812288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4500,False,"{'a': 0.001, 'e': 0.011108996538242306}",20,13,13.322352676585934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4501,False,"{'a': 0.001, 'e': 0.011097893094351293}",20,15,11.032687609325244,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4502,False,"{'a': 0.001, 'e': 0.011086800748354308}",30,17,25.86974949647375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4503,False,"{'a': 0.001, 'e': 0.011075719489158987}",30,19,21.896492270008384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4504,False,"{'a': 0.001, 'e': 0.011064649305684076}",30,16,27.699961856625418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4505,False,"{'a': 0.001, 'e': 0.011053590186859403}",20,16,7.591424774576368,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4506,False,"{'a': 0.001, 'e': 0.01104254212162583}",35,18,31.596028539345102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4507,False,"{'a': 0.001, 'e': 0.011031505098935307}",30,18,21.627714579250178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4508,False,"{'a': 0.001, 'e': 0.011020479107750792}",20,14,13.027001464348984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4509,False,"{'a': 0.001, 'e': 0.011009464137046305}",20,14,10.728309673728683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4510,False,"{'a': 0.001, 'e': 0.010998460175806881}",25,19,12.37062828207047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4511,False,"{'a': 0.001, 'e': 0.01098746721302854}",25,14,22.039691279131866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4512,False,"{'a': 0.001, 'e': 0.010976485237718327}",25,14,21.5097502046738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4513,False,"{'a': 0.001, 'e': 0.010965514238894277}",25,0,41.00008273048188,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4514,False,"{'a': 0.001, 'e': 0.01095455420558537}",25,15,22.133792293711597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4515,False,"{'a': 0.001, 'e': 0.01094360512683159}",25,14,16.391299836727917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4516,False,"{'a': 0.001, 'e': 0.01093266699168384}",20,2,29.59190085440503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4517,False,"{'a': 0.001, 'e': 0.010921739789203994}",30,16,29.69679007205756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4518,False,"{'a': 0.001, 'e': 0.010910823508464855}",20,16,7.28676686237707,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4519,False,"{'a': 0.001, 'e': 0.010899918138550124}",20,13,15.996215313932034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4520,False,"{'a': 0.001, 'e': 0.01088902366855444}",20,12,14.055441262081917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4521,False,"{'a': 0.001, 'e': 0.010878140087583343}",25,15,18.540341168386906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4522,False,"{'a': 0.001, 'e': 0.01086726738475323}",25,19,10.990006436210345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4523,False,"{'a': 0.001, 'e': 0.010856405549191416}",25,16,16.66348607625369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4524,False,"{'a': 0.001, 'e': 0.010845554570036048}",25,15,20.72422460978387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4525,False,"{'a': 0.001, 'e': 0.010834714436436152}",20,16,8.121034972905885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4526,False,"{'a': 0.001, 'e': 0.010823885137551606}",25,14,19.986317965693985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4527,False,"{'a': 0.001, 'e': 0.01081306666255309}",25,17,15.767849699303177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4528,False,"{'a': 0.001, 'e': 0.010802259000622138}",20,9,21.80670295393554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4529,False,"{'a': 0.001, 'e': 0.010791462140951094}",20,13,12.973221344531364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4530,False,"{'a': 0.001, 'e': 0.010780676072743084}",20,0,29.555784018516274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4531,False,"{'a': 0.001, 'e': 0.010769900785212052}",20,11,15.87003592567522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4532,False,"{'a': 0.001, 'e': 0.010759136267582695}",20,11,5.013824358506612,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4533,False,"{'a': 0.001, 'e': 0.0107483825090905}",25,9,32.347913645765075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4534,False,"{'a': 0.001, 'e': 0.01073763949898172}",20,14,13.024197212649337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4535,False,"{'a': 0.001, 'e': 0.010726907226513326}",20,14,11.412507801943372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4536,False,"{'a': 0.001, 'e': 0.01071618568095305}",20,14,11.411911297893967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4537,False,"{'a': 0.001, 'e': 0.01070547485157936}",20,5,22.31373757690723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4538,False,"{'a': 0.001, 'e': 0.010694774727681404}",20,8,23.38813311980264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4539,False,"{'a': 0.001, 'e': 0.010684085298559074}",25,6,29.976677471348037,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4540,False,"{'a': 0.001, 'e': 0.010673406553522925}",20,10,18.40550840987497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4541,False,"{'a': 0.001, 'e': 0.010662738481894219}",25,16,18.2354992732129,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4542,False,"{'a': 0.001, 'e': 0.010652081073004893}",30,21,17.094812581826602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4543,False,"{'a': 0.001, 'e': 0.010641434316197518}",25,19,14.519014828737605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4544,False,"{'a': 0.001, 'e': 0.010630798200825346}",20,2,32.647555463755246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4545,False,"{'a': 0.001, 'e': 0.01062017271625227}",20,9,19.213103988388646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4546,False,"{'a': 0.001, 'e': 0.010609557851852787}",25,18,15.08399553670618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4547,False,"{'a': 0.001, 'e': 0.010598953597012047}",20,16,8.385281894910712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4548,False,"{'a': 0.001, 'e': 0.01058835994112578}",20,14,11.236471704701026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4549,False,"{'a': 0.001, 'e': 0.010577776873600335}",30,14,28.344859075407086,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4550,False,"{'a': 0.001, 'e': 0.010567204383852655}",30,21,15.443037815304493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4551,False,"{'a': 0.001, 'e': 0.010556642461310231}",25,8,23.029785391694375,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4552,False,"{'a': 0.001, 'e': 0.010546091095411146}",25,13,21.697494165965303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4553,False,"{'a': 0.001, 'e': 0.010535550275604046}",30,18,22.56903016492589,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4554,False,"{'a': 0.001, 'e': 0.01052501999134809}",25,8,30.074731872553606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4555,False,"{'a': 0.001, 'e': 0.010514500232113012}",20,12,11.559802148516649,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4556,False,"{'a': 0.001, 'e': 0.010503990987379034}",20,13,10.891650737241214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4557,False,"{'a': 0.001, 'e': 0.010493492246636918}",20,14,10.550154111863574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4558,False,"{'a': 0.001, 'e': 0.010483003999387931}",30,13,34.1474138267597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4559,False,"{'a': 0.001, 'e': 0.010472526235143808}",20,10,13.879959025316024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4560,False,"{'a': 0.001, 'e': 0.010462058943426795}",25,17,15.414978442978763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4561,False,"{'a': 0.001, 'e': 0.010451602113769604}",25,5,-8.06442287909407,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
4562,False,"{'a': 0.001, 'e': 0.01044115573571539}",20,5,25.869127326620795,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4563,False,"{'a': 0.001, 'e': 0.01043071979881779}",25,2,36.32961654882234,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4564,False,"{'a': 0.001, 'e': 0.01042029429264085}",25,16,16.816139868817114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4565,False,"{'a': 0.001, 'e': 0.01040987920675907}",20,8,20.960770051266813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4566,False,"{'a': 0.001, 'e': 0.010399474530757374}",30,19,20.85002291285177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4567,False,"{'a': 0.001, 'e': 0.010389080254231065}",20,14,12.647735137135747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4568,False,"{'a': 0.001, 'e': 0.010378696366785877}",25,0,37.718682423100375,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4569,False,"{'a': 0.001, 'e': 0.01036832285803793}",25,15,20.705137866693708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4570,False,"{'a': 0.001, 'e': 0.010357959717613696}",25,5,33.52716490817111,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4571,False,"{'a': 0.001, 'e': 0.010347606935150052}",20,11,17.325743202916335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4572,False,"{'a': 0.001, 'e': 0.010337264500294195}",25,7,32.47301698353246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4573,False,"{'a': 0.001, 'e': 0.010326932402703702}",20,15,10.07056593121936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4574,False,"{'a': 0.001, 'e': 0.01031661063204648}",35,21,31.13792262071195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4575,False,"{'a': 0.001, 'e': 0.01030629917800074}",25,17,13.493875328034052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4576,False,"{'a': 0.001, 'e': 0.010295998030255039}",25,13,20.664439204450186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4577,False,"{'a': 0.001, 'e': 0.010285707178508234}",35,21,28.068331332603048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4578,False,"{'a': 0.001, 'e': 0.010275426612469454}",25,15,18.297434272361414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4579,False,"{'a': 0.001, 'e': 0.010265156321858154}",25,0,37.06101643352259,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4580,False,"{'a': 0.001, 'e': 0.010254896296404022}",20,14,8.944414815963349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4581,False,"{'a': 0.001, 'e': 0.010244646525847041}",20,7,24.100715750713483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4582,False,"{'a': 0.001, 'e': 0.010234406999937449}",35,25,18.155611959624885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4583,False,"{'a': 0.001, 'e': 0.010224177708435698}",20,1,31.766697420327834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4584,False,"{'a': 0.001, 'e': 0.01021395864111251}",25,12,21.930482245034874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4585,False,"{'a': 0.001, 'e': 0.010203749787748823}",30,12,29.343153950110615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4586,False,"{'a': 0.001, 'e': 0.010193551138135765}",20,8,23.956122721316852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4587,False,"{'a': 0.001, 'e': 0.010183362682074704}",20,12,17.985540982238177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4588,False,"{'a': 0.001, 'e': 0.010173184409377162}",20,12,13.915586091449534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4589,False,"{'a': 0.001, 'e': 0.01016301630986488}",25,12,13.981305186766903,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4590,False,"{'a': 0.001, 'e': 0.010152858373369763}",25,15,18.13992881341605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4591,False,"{'a': 0.001, 'e': 0.010142710589733856}",20,13,10.274971760668551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4592,False,"{'a': 0.001, 'e': 0.010132572948809385}",20,14,13.090822943251931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4593,False,"{'a': 0.001, 'e': 0.010122445440458715}",30,16,25.043945128852894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4594,False,"{'a': 0.001, 'e': 0.010112328054554321}",20,3,24.624993713408383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4595,False,"{'a': 0.001, 'e': 0.010102220780978834}",25,8,29.9235002383024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4596,False,"{'a': 0.001, 'e': 0.01009212360962496}",20,12,0.9163399687039169,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4597,False,"{'a': 0.001, 'e': 0.010082036530395536}",25,9,26.08996717586019,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4598,False,"{'a': 0.001, 'e': 0.01007195953320349}",30,16,25.56719878029999,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4599,False,"{'a': 0.001, 'e': 0.010061892607971811}",30,13,31.124811868675284,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4600,False,"{'a': 0.001, 'e': 0.010051835744633576}",20,15,12.56290837726594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4601,False,"{'a': 0.001, 'e': 0.010041788933131934}",20,0,24.53366372987562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4602,False,"{'a': 0.001, 'e': 0.010031752163420051}",30,15,25.983067544921393,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4603,False,"{'a': 0.001, 'e': 0.010021725425461177}",20,7,9.205257293448874,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
4604,False,"{'a': 0.001, 'e': 0.010011708709228555}",20,0,26.783339382550484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4605,False,"{'a': 0.001, 'e': 0.010001702004705479}",35,18,29.603729140972266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4606,False,"{'a': 0.001, 'e': 0.009991705301885246}",20,14,12.210195810363928,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4607,False,"{'a': 0.001, 'e': 0.009981718590771141}",20,5,28.440718483902632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4608,False,"{'a': 0.001, 'e': 0.009971741861376457}",20,15,9.317351147854156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4609,False,"{'a': 0.001, 'e': 0.009961775103724476}",30,18,20.048378408766578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4610,False,"{'a': 0.001, 'e': 0.00995181830784842}",20,16,7.248619004683823,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4611,False,"{'a': 0.001, 'e': 0.009941871463791508}",25,8,18.537139316581612,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4612,False,"{'a': 0.001, 'e': 0.00993193456160688}",30,0,45.482796229728095,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
4613,False,"{'a': 0.001, 'e': 0.009922007591357643}",20,9,19.106853175083593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4614,False,"{'a': 0.001, 'e': 0.009912090543116831}",30,21,17.515684441801785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4615,False,"{'a': 0.001, 'e': 0.009902183406967382}",25,15,16.962322449571044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4616,False,"{'a': 0.001, 'e': 0.009892286173002172}",25,17,11.968022883878161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4617,False,"{'a': 0.001, 'e': 0.00988239883132395}",20,8,12.668725438847686,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4618,False,"{'a': 0.001, 'e': 0.009872521372045385}",25,8,31.656503551562302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4619,False,"{'a': 0.001, 'e': 0.00986265378528902}",30,20,16.795588058405155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4620,False,"{'a': 0.001, 'e': 0.009852796061187257}",30,17,22.75680295698905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4621,False,"{'a': 0.001, 'e': 0.009842948189882374}",20,10,17.700358223518577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4622,False,"{'a': 0.001, 'e': 0.009833110161526512}",25,5,32.41467568593787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4623,False,"{'a': 0.001, 'e': 0.00982328196628162}",25,12,25.105866552072257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4624,False,"{'a': 0.001, 'e': 0.009813463594319522}",30,12,32.8130561016537,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4625,False,"{'a': 0.001, 'e': 0.009803655035821828}",25,15,19.24070897761705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4626,False,"{'a': 0.001, 'e': 0.009793856280979988}",20,0,34.276281009064036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4627,False,"{'a': 0.001, 'e': 0.009784067319995251}",25,4,37.19997836584078,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4628,False,"{'a': 0.001, 'e': 0.009774288143078643}",20,8,25.741574572641508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4629,False,"{'a': 0.001, 'e': 0.009764518740450992}",30,13,24.12049827775353,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4630,False,"{'a': 0.001, 'e': 0.009754759102342903}",25,0,37.516581927057,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4631,False,"{'a': 0.001, 'e': 0.00974500921899472}",25,14,20.856386859703633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4632,False,"{'a': 0.001, 'e': 0.00973526908065658}",20,15,10.827116869492968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4633,False,"{'a': 0.001, 'e': 0.009725538677588321}",35,23,22.51173870959195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4634,False,"{'a': 0.001, 'e': 0.009715818000059549}",25,13,21.217771296729097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4635,False,"{'a': 0.001, 'e': 0.009706107038349598}",25,12,18.901769728470278,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4636,False,"{'a': 0.001, 'e': 0.009696405782747483}",20,2,30.444364016075223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4637,False,"{'a': 0.001, 'e': 0.00968671422355196}",20,16,6.123119163892617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4638,False,"{'a': 0.001, 'e': 0.009677032351071476}",25,18,10.428559040023833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4639,False,"{'a': 0.001, 'e': 0.009667360155624142}",35,23,23.57606055313616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4640,False,"{'a': 0.001, 'e': 0.009657697627537777}",20,16,9.861312146575727,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
